"","model_name","make_year","car_price","age"
"2143","Ford Fusion",2019,14295,1
"2144","Ford Fusion",2012,7915,8
"2145","Ford Fusion",2018,14550,2
"2146","Ford Fusion",2018,14273,2
"2147","Ford Fusion",2017,18488,3
"2148","Ford Fusion",2019,14495,1
"2149","Ford Fusion",2013,8495,7
"2150","Ford Fusion",2015,13998,5
"2151","Ford Fusion",2019,22448,1
"2152","Ford Fusion",2012,8290,8
"2153","Ford Fusion",2018,14979,2
"2154","Ford Fusion",2017,16988,3
"2155","Ford Fusion",2012,6995,8
"2156","Ford Fusion",2019,16995,1
"2157","Ford Fusion",2019,17950,1
"2158","Ford Fusion",2013,10995,7
"2159","Ford Fusion",2012,9776,8
"2160","Ford Fusion",2018,16499,2
"2161","Ford Fusion",2017,11249,3
"2162","Ford Fusion",2015,10640,5
"2163","Ford Fusion",2015,11995,5
"2164","Ford Fusion",2016,12990,4
"2165","Ford Fusion",2019,18990,1
"2166","Ford Fusion",2019,17590,1
"2167","Ford Fusion",2017,11751,3
"2168","Ford Fusion",2019,16729,1
"2169","Ford Fusion",2019,15495,1
"2170","Ford Fusion",2019,18986,1
"2171","Ford Fusion",2019,17479,1
"2172","Ford Fusion",2016,13315,4
"2173","Ford Fusion",2020,19983,0
"2174","Ford Fusion",2015,10981,5
"2175","Ford Fusion",2014,8751,6
"2176","Ford Fusion",2018,13989,2
"2177","Ford Fusion",2010,5630,10
"2178","Ford Fusion",2018,12599,2
"2179","Ford Fusion",2014,9000,6
"2180","Ford Fusion",2016,9595,4
"2181","Ford Fusion",2017,13995,3
"2182","Ford Fusion",2015,10788,5
"2183","Ford Fusion",2017,15895,3
"2184","Ford Fusion",2019,15998,1
"2185","Ford Fusion",2017,16986,3
"2186","Ford Fusion",2018,14000,2
"2187","Ford Fusion",2016,10250,4
"2188","Ford Fusion",2014,10494,6
"2189","Ford Fusion",2014,10987,6
"2190","Ford Fusion",2010,6311,10
"2191","Ford Fusion",2010,5999,10
"2192","Ford Fusion",2019,17000,1
"2193","Ford Fusion",2017,15000,3
"2194","Ford Fusion",2016,11823,4
"2195","Ford Fusion",2017,13490,3
"2196","Ford Fusion",2015,12875,5
"2197","Ford Fusion",2017,14000,3
"2198","Ford Fusion",2019,17281,1
"2199","Ford Fusion",2019,16969,1
"2200","Ford Fusion",2017,13500,3
"2201","Ford Fusion",2019,13607,1
"2202","Ford Fusion",2019,16495,1
"2203","Ford Fusion",2014,8995,6
"2204","Ford Fusion",2017,13923,3
"2205","Ford Fusion",2019,19500,1
"2206","Ford Fusion",2019,19160,1
"2207","Ford Fusion",2020,15250,0
"2208","Ford Fusion",2017,19888,3
"2209","Ford Fusion",2020,18995,0
"2210","Ford Fusion",2019,16698,1
"2211","Ford Fusion",2018,16959,2
"2212","Ford Fusion",2019,15850,1
"2213","Ford Fusion",2013,6988,7
"2214","Ford Fusion",2015,9995,5
"2215","Ford Fusion",2015,11273,5
"2216","Ford Fusion",2012,6499,8
"2217","Ford Fusion",2018,13621,2
"2218","Ford Fusion",2018,15999,2
"2219","Ford Fusion",2014,10490,6
"2220","Ford Fusion",2014,8488,6
"2221","Ford Fusion",2020,17495,0
"2222","Ford Fusion",2019,16888,1
"2223","Ford Fusion",2017,14977,3
"2224","Ford Fusion",2017,13994,3
"2225","Ford Fusion",2019,16995,1
"2226","Ford Fusion",2015,10000,5
"2227","Ford Fusion",2018,15997,2
"2228","Ford Fusion",2018,12995,2
"2229","Ford Fusion",2017,10995,3
"2230","Ford Fusion",2019,15988,1
"2231","Ford Fusion",2016,10991,4
"2232","Ford Fusion",2015,10990,5
"2233","Ford Fusion",2015,13999,5
"2234","Ford Fusion",2016,11654,4
"2235","Ford Fusion",2020,22995,0
"2236","Ford Fusion",2015,9995,5
"2237","Ford Fusion",2015,10300,5
"2238","Ford Fusion",2017,19994,3
"2239","Ford Fusion",2019,18884,1
"2240","Ford Fusion",2019,14984,1
"2241","Ford Fusion",2013,8900,7
"2242","Ford Fusion",2016,12500,4
"2243","Ford Fusion",2016,12991,4
"2244","Ford Fusion",2013,7988,7
"2245","Ford Fusion",2017,13287,3
"2246","Ford Fusion",2017,14432,3
"2247","Ford Fusion",2019,17000,1
"2248","Ford Fusion",2012,5994,8
"2249","Ford Fusion",2009,5000,11
"2250","Ford Fusion",2017,15995,3
"2251","Ford Fusion",2019,20988,1
"2252","Ford Fusion",2016,13700,4
"2253","Ford Fusion",2017,15946,3
"2254","Ford Fusion",2019,17999,1
"2255","Ford Fusion",2018,16750,2
"2256","Ford Fusion",2015,12520,5
"2257","Ford Fusion",2019,14499,1
"2258","Ford Fusion",2019,13380,1
"2259","Ford Fusion",2017,12995,3
"2260","Ford Fusion",2017,16712,3
"2261","Ford Fusion",2014,9000,6
"2262","Ford Fusion",2017,14702,3
"2263","Ford Fusion",2015,8995,5
"2264","Ford Fusion",2012,8995,8
"2265","Ford Fusion",2018,13293,2
"2266","Ford Fusion",2017,12500,3
"2267","Ford Fusion",2018,15991,2
"2268","Ford Fusion",2010,5995,10
"2269","Ford Fusion",2016,14333,4
"2270","Ford Fusion",2017,13673,3
"2271","Ford Fusion",2017,11891,3
"2272","Ford Fusion",2016,12000,4
"2273","Ford Fusion",2019,15027,1
"2274","Ford Fusion",2017,13234,3
"2275","Ford Fusion",2016,12249,4
"2276","Ford Fusion",2019,17995,1
"2277","Ford Fusion",2014,10788,6
"2278","Ford Fusion",2017,13565,3
"2279","Ford Fusion",2016,12995,4
"2280","Ford Fusion",2014,9900,6
"2281","Ford Fusion",2018,11472,2
"2282","Ford Fusion",2019,15600,1
"2283","Ford Fusion",2016,11000,4
"2284","Ford Fusion",2019,18652,1
"2285","Ford Fusion",2017,14435,3
"2286","Ford Fusion",2019,14995,1
"2287","Ford Fusion",2016,12977,4
"2288","Ford Fusion",2018,11995,2
"2289","Ford Fusion",2015,11680,5
"2290","Ford Fusion",2011,7995,9
"2291","Ford Fusion",2017,14945,3
"2292","Ford Fusion",2018,14995,2
"2293","Ford Fusion",2019,17483,1
"2294","Ford Fusion",2016,10995,4
"2295","Ford Fusion",2019,15775,1
"2296","Ford Fusion",2017,13500,3
"2297","Ford Fusion",2017,14390,3
"2298","Ford Fusion",2016,12750,4
"2299","Ford Fusion",2019,16900,1
"2300","Ford Fusion",2019,19399,1
"2301","Ford Fusion",2020,18955,0
"2302","Ford Fusion",2018,14993,2
"2303","Ford Fusion",2017,12099,3
"2304","Ford Fusion",2019,19895,1
"2305","Ford Fusion",2011,8995,9
"2306","Ford Fusion",2020,19000,0
"2307","Ford Fusion",2017,12900,3
"2308","Ford Fusion",2019,18497,1
"2309","Ford Fusion",2017,13900,3
"2310","Ford Fusion",2019,16888,1
"2311","Ford Fusion",2020,22900,0
"2312","Ford Fusion",2018,13902,2
"2313","Ford Fusion",2016,12000,4
"2314","Ford Fusion",2014,9499,6
"2315","Ford Fusion",2019,14324,1
"2316","Ford Fusion",2020,17693,0
"2317","Ford Fusion",2019,16982,1
"2318","Ford Fusion",2019,16988,1
"2319","Ford Fusion",2015,10786,5
"2320","Ford Fusion",2018,15472,2
"2321","Ford Fusion",2015,11924,5
"2322","Ford Fusion",2019,13980,1
"2323","Ford Fusion",2017,14999,3
"2324","Ford Fusion",2010,6494,10
"2325","Ford Fusion",2017,13285,3
"2326","Ford Fusion",2015,11131,5
"2327","Ford Fusion",2019,15989,1
"2328","Ford Fusion",2018,16988,2
"2329","Ford Fusion",2016,10995,4
"2330","Ford Fusion",2019,14900,1
"2331","Ford Fusion",2018,12695,2
"2332","Ford Fusion",2019,13999,1
"2333","Ford Fusion",2017,12641,3
"2334","Ford Fusion",2016,11677,4
"2335","Ford Fusion",2019,13750,1
"2336","Ford Fusion",2019,18488,1
"2337","Ford Fusion",2018,14999,2
"2338","Ford Fusion",2020,14295,0
"2339","Ford Fusion",2019,18491,1
"2340","Ford Fusion",2015,10915,5
"2341","Ford Fusion",2016,10544,4
"2342","Ford Fusion",2019,13788,1
"2343","Ford Fusion",2019,16495,1
"2344","Ford Fusion",2017,14900,3
"2345","Ford Fusion",2019,16511,1
"2346","Ford Fusion",2017,14500,3
"2347","Ford Fusion",2013,10999,7
"2348","Ford Fusion",2014,9777,6
"2349","Ford Fusion",2018,15480,2
"2350","Ford Fusion",2014,8995,6
"2351","Ford Fusion",2019,17250,1
"2352","Ford Fusion",2019,15500,1
"2353","Ford Fusion",2016,10999,4
"2354","Ford Fusion",2017,12900,3
"2355","Ford Fusion",2014,8500,6
"2356","Ford Fusion",2016,9988,4
"2357","Ford Fusion",2019,19600,1
"2358","Ford Fusion",2018,14491,2
"2359","Ford Fusion",2016,16071,4
"2360","Ford Fusion",2019,16894,1
"2361","Ford Fusion",2019,14995,1
"2362","Ford Fusion",2019,16445,1
"2363","Ford Fusion",2017,15990,3
"2364","Ford Fusion",2018,14995,2
"2365","Ford Fusion",2012,6997,8
"2366","Ford Fusion",2018,12836,2
"2367","Ford Fusion",2019,20985,1
"2368","Ford Fusion",2018,14988,2
"2369","Ford Fusion",2019,16841,1
"2370","Ford Fusion",2018,16993,2
"2371","Ford Fusion",2013,8976,7
"2372","Ford Fusion",2020,15999,0
"2373","Ford Fusion",2018,13913,2
"2374","Ford Fusion",2019,17080,1
"2375","Ford Fusion",2013,9623,7
"2376","Ford Fusion",2020,18709,0
"2377","Ford Fusion",2019,15969,1
"2378","Ford Fusion",2008,4888,12
"2379","Ford Fusion",2019,23993,1
"2380","Ford Fusion",2019,15790,1
"2381","Ford Fusion",2012,4999,8
"2382","Ford Fusion",2015,10995,5
"2383","Ford Fusion",2019,15850,1
"2384","Ford Fusion",2008,3289,12
"2385","Ford Fusion",2019,16686,1
"2386","Ford Fusion",2016,10622,4
"2387","Ford Fusion",2016,12430,4
"2388","Ford Fusion",2007,6000,13
"2389","Ford Fusion",2017,14500,3
"2390","Ford Fusion",2018,14854,2
"2391","Ford Fusion",2018,13997,2
"2392","Ford Fusion",2019,15000,1
"2393","Ford Fusion",2017,16995,3
"2394","Ford Fusion",2019,17815,1
"2395","Ford Fusion",2019,21699,1
"2396","Ford Fusion",2014,9985,6
"2397","Ford Fusion",2016,9895,4
"2398","Ford Fusion",2017,12948,3
"2399","Ford Fusion",2016,9876,4
"2400","Ford Fusion",2017,14845,3
"2401","Ford Fusion",2014,9995,6
"2402","Ford Fusion",2018,16999,2
"2403","Ford Fusion",2019,15990,1
"2404","Ford Fusion",2019,17339,1
"2405","Ford Fusion",2016,15377,4
"2406","Ford Fusion",2016,13490,4
"2407","Ford Fusion",2019,19950,1
"2408","Ford Fusion",2016,9550,4
"2409","Ford Fusion",2016,9500,4
"2410","Ford Fusion",2017,16495,3
"2411","Ford Fusion",2015,14152,5
"2412","Ford Fusion",2016,10900,4
"2413","Ford Fusion",2019,16999,1
"2414","Ford Fusion",2017,12691,3
"2415","Ford Fusion",2017,13595,3
"2416","Ford Fusion",2019,15659,1
"2417","Ford Fusion",2019,14991,1
"2418","Ford Fusion",2018,12980,2
"2419","Ford Fusion",2017,12495,3
"2420","Ford Fusion",2019,15990,1
"2421","Ford Fusion",2019,18994,1
"2422","Ford Fusion",2015,6995,5
"2423","Ford Fusion",2018,15000,2
"2424","Ford Fusion",2014,9419,6
"2425","Ford Fusion",2019,15094,1
"2426","Ford Fusion",2017,11714,3
"2427","Ford Fusion",2017,14950,3
"2428","Ford Fusion",2018,13467,2
"2429","Ford Fusion",2017,13993,3
"2430","Ford Fusion",2013,8995,7
"2431","Ford Fusion",2019,17900,1
"2432","Ford Fusion",2018,16500,2
"2433","Ford Fusion",2020,22545,0
"2434","Ford Fusion",2018,15500,2
"2435","Ford Fusion",2020,18499,0
"2436","Ford Fusion",2016,12488,4
"2437","Ford Fusion",2017,12800,3
"2438","Ford Fusion",2017,13991,3
"2439","Ford Fusion",2016,13990,4
"2440","Ford Fusion",2017,12991,3
"2441","Ford Fusion",2019,16911,1
"2442","Ford Fusion",2019,15500,1
"2443","Ford Fusion",2019,16347,1
"2444","Ford Fusion",2014,9979,6
"2445","Ford Fusion",2017,12982,3
"2446","Ford Fusion",2017,11999,3
"2447","Ford Fusion",2016,13488,4
"2448","Ford Fusion",2013,12291,7
"2449","Ford Fusion",2018,13500,2
"2450","Ford Fusion",2018,14912,2
"2451","Ford Fusion",2019,16500,1
"2452","Ford Fusion",2017,10699,3
"2453","Ford Fusion",2016,12990,4
"2454","Ford Fusion",2018,14975,2
"2455","Ford Fusion",2017,14829,3
"2456","Ford Fusion",2017,10499,3
"2457","Ford Fusion",2018,16900,2
"2458","Ford Fusion",2017,11998,3
"2459","Ford Fusion",2019,15900,1
"2460","Ford Fusion",2019,17570,1
"2461","Ford Fusion",2014,9659,6
"2462","Ford Fusion",2019,16588,1
"2463","Ford Fusion",2018,16998,2
"2464","Ford Fusion",2016,11995,4
"2465","Ford Fusion",2016,10274,4
"2466","Ford Fusion",2016,11695,4
"2467","Ford Fusion",2017,13551,3
"2468","Ford Fusion",2019,16098,1
"2469","Ford Fusion",2018,17499,2
"2470","Ford Fusion",2019,16500,1
"2471","Ford Fusion",2015,10995,5
"2472","Ford Fusion",2019,15354,1
"2473","Ford Fusion",2019,17400,1
"2474","Ford Fusion",2020,18300,0
"2475","Ford Fusion",2020,25767,0
"2476","Ford Fusion",2019,18479,1
"2477","Ford Fusion",2017,13995,3
"2478","Ford Fusion",2020,15290,0
"2479","Ford Fusion",2014,11999,6
"2480","Ford Fusion",2017,13344,3
"2481","Ford Fusion",2015,10300,5
"2482","Ford Fusion",2017,10980,3
"2483","Ford Fusion",2017,14521,3
"2484","Ford Fusion",2019,15998,1
"2485","Ford Fusion",2019,16995,1
"2486","Ford Fusion",2019,17200,1
"2487","Ford Fusion",2018,15292,2
"2488","Ford Fusion",2016,12990,4
"2489","Ford Fusion",2019,15514,1
"2490","Ford Fusion",2019,15995,1
"2491","Ford Fusion",2018,15000,2
"2492","Ford Fusion",2019,11438,1
"2493","Ford Fusion",2015,11500,5
"2494","Ford Fusion",2019,18497,1
"2495","Ford Fusion",2017,15510,3
"2496","Ford Fusion",2019,15995,1
"2497","Ford Fusion",2018,13695,2
"2498","Ford Fusion",2018,17996,2
"2499","Ford Fusion",2017,10523,3
"2500","Ford Fusion",2019,15550,1
"2501","Ford Fusion",2018,15500,2
"2502","Ford Fusion",2017,15474,3
"2503","Ford Fusion",2014,14000,6
"2504","Ford Fusion",2015,13588,5
"2505","Ford Fusion",2012,7833,8
"2506","Ford Fusion",2016,8880,4
"2507","Ford Fusion",2017,15655,3
"2508","Ford Fusion",2020,26999,0
"2509","Ford Fusion",2016,10500,4
"2510","Ford Fusion",2017,8999,3
"2511","Ford Fusion",2019,15999,1
"2512","Ford Fusion",2010,6440,10
"2513","Ford Fusion",2017,13750,3
"2514","Ford Fusion",2019,16460,1
"2515","Ford Fusion",2016,12450,4
"2516","Ford Fusion",2016,11865,4
"2517","Ford Fusion",2020,19363,0
"2518","Ford Fusion",2020,18495,0
"2519","Ford Fusion",2018,11990,2
"2520","Ford Fusion",2019,16500,1
"2521","Ford Fusion",2019,16600,1
"2522","Ford Fusion",2019,14500,1
"2523","Ford Fusion",2010,6950,10
"2524","Ford Fusion",2011,4750,9
"2525","Ford Fusion",2019,16485,1
"2526","Ford Fusion",2018,13258,2
"2527","Ford Fusion",2019,16800,1
"2528","Ford Fusion",2019,16944,1
"2529","Ford Fusion",2017,13565,3
"2530","Ford Fusion",2019,15689,1
"2531","Ford Fusion",2014,7975,6
"2532","Ford Fusion",2017,16039,3
"2533","Ford Fusion",2017,12995,3
"2534","Ford Fusion",2019,14990,1
"2535","Ford Fusion",2020,15970,0
"2536","Ford Fusion",2014,9495,6
"2537","Ford Fusion",2013,10994,7
"2538","Ford Fusion",2019,17595,1
"2539","Ford Fusion",2019,13999,1
"2540","Ford Fusion",2013,7492,7
"2541","Ford Fusion",2019,17176,1
"2542","Ford Fusion",2017,9500,3
"2543","Ford Fusion",2019,16996,1
"2544","Ford Fusion",2018,13355,2
"2545","Ford Fusion",2017,11475,3
"2546","Ford Fusion",2018,15777,2
"2547","Ford Fusion",2019,17000,1
"2548","Ford Fusion",2018,17682,2
"2549","Ford Fusion",2019,14600,1
"2550","Ford Fusion",2019,19980,1
"2551","Ford Fusion",2017,14000,3
"2552","Ford Fusion",2017,14456,3
"2553","Ford Fusion",2017,13500,3
"2554","Ford Fusion",2017,11900,3
"2555","Ford Fusion",2018,12995,2
"2556","Ford Fusion",2014,8900,6
"2557","Ford Fusion",2020,15300,0
"2558","Ford Fusion",2016,11799,4
"2559","Ford Fusion",2019,16454,1
"2560","Ford Fusion",2019,15188,1
"2561","Ford Fusion",2017,15013,3
"2562","Ford Fusion",2013,10991,7
"2563","Ford Fusion",2016,11890,4
"2564","Ford Fusion",2014,11500,6
"2565","Ford Fusion",2019,13700,1
"2566","Ford Fusion",2016,8000,4
"2567","Ford Fusion",2016,11995,4
"2568","Ford Fusion",2017,9991,3
"2569","Ford Fusion",2019,16200,1
"2570","Ford Fusion",2019,12977,1
"2571","Ford Fusion",2008,4900,12
"2572","Ford Fusion",2015,9799,5
"2573","Ford Fusion",2018,15664,2
"2574","Ford Fusion",2019,18000,1
"2575","Ford Fusion",2015,9990,5
"2576","Ford Fusion",2017,11499,3
"2577","Ford Fusion",2018,14888,2
"2578","Ford Fusion",2015,6471,5
"2579","Ford Fusion",2019,18500,1
"2580","Ford Fusion",2017,11995,3
"2581","Ford Fusion",2019,20995,1
"2582","Ford Fusion",2018,15795,2
"2583","Ford Fusion",2016,11995,4
"2584","Ford Fusion",2014,9995,6
"2585","Ford Fusion",2019,18500,1
"2586","Ford Fusion",2017,13865,3
"2587","Ford Fusion",2013,9990,7
"2588","Ford Fusion",2018,14585,2
"2589","Ford Fusion",2018,11982,2
"2590","Ford Fusion",2016,11327,4
"2591","Ford Fusion",2019,14995,1
"2592","Ford Fusion",2017,13672,3
"2593","Ford Fusion",2016,11500,4
"2594","Ford Fusion",2019,15990,1
"2595","Ford Fusion",2019,19150,1
"2596","Ford Fusion",2017,16992,3
"2597","Ford Fusion",2017,12490,3
"2598","Ford Fusion",2010,6995,10
"2599","Ford Fusion",2018,14500,2
"2600","Ford Fusion",2014,10995,6
"2601","Ford Fusion",2016,13372,4
"2602","Ford Fusion",2019,14480,1
"2603","Ford Fusion",2017,15998,3
"2604","Ford Fusion",2014,7250,6
"2605","Ford Fusion",2014,10985,6
"2606","Ford Fusion",2017,14957,3
"2607","Ford Fusion",2016,14295,4
"2608","Ford Fusion",2019,16999,1
"2609","Ford Fusion",2010,8495,10
"2610","Ford Fusion",2019,16552,1
"2611","Ford Fusion",2016,9399,4
"2612","Ford Fusion",2019,14499,1
"2613","Ford Fusion",2017,10225,3
"2614","Ford Fusion",2017,15822,3
"2615","Ford Fusion",2017,14756,3
"2616","Ford Fusion",2015,10570,5
"2617","Ford Fusion",2015,9900,5
"2618","Ford Fusion",2017,15990,3
"2619","Ford Fusion",2019,16090,1
"2620","Ford Fusion",2018,13760,2
"2621","Ford Fusion",2019,15988,1
"2622","Ford Fusion",2011,5745,9
"2623","Ford Fusion",2011,7000,9
"2624","Ford Fusion",2019,16988,1
"2625","Ford Fusion",2018,14556,2
"2626","Ford Fusion",2019,16450,1
"2627","Ford Fusion",2016,9995,4
"2628","Ford Fusion",2014,10177,6
"2629","Ford Fusion",2014,10000,6
"2630","Ford Fusion",2017,15390,3
"2631","Ford Fusion",2019,18840,1
"2632","Ford Fusion",2019,15111,1
"2633","Ford Fusion",2012,6450,8
"2634","Ford Fusion",2019,16989,1
"2635","Ford Fusion",2018,15988,2
"2636","Ford Fusion",2014,12891,6
"2637","Ford Fusion",2017,15800,3
"2638","Ford Fusion",2013,9129,7
"2639","Ford Fusion",2017,13354,3
"2640","Ford Fusion",2017,12895,3
"2641","Ford Fusion",2017,16288,3
"2642","Ford Fusion",2019,17263,1
"2643","Ford Fusion",2018,12319,2
"2644","Ford Fusion",2019,21288,1
"2645","Ford Fusion",2014,9995,6
"2646","Ford Fusion",2017,14288,3
"2647","Ford Fusion",2019,16991,1
"2648","Ford Fusion",2012,5000,8
"2649","Ford Fusion",2011,6795,9
"2650","Ford Fusion",2017,14500,3
"2651","Ford Fusion",2017,11771,3
"2652","Ford Fusion",2020,15899,0
"2653","Ford Fusion",2015,9700,5
"2654","Ford Fusion",2017,12499,3
"2655","Ford Fusion",2017,11980,3
"2656","Ford Fusion",2019,13499,1
"2657","Ford Fusion",2017,15000,3
"2658","Ford Fusion",2018,15500,2
"2659","Ford Fusion",2019,14888,1
"2660","Ford Fusion",2017,14990,3
"2661","Ford Fusion",2019,15994,1
"2662","Ford Fusion",2015,12988,5
"2663","Ford Fusion",2014,9481,6
"2664","Ford Fusion",2019,15488,1
"2665","Ford Fusion",2019,17898,1
"2666","Ford Fusion",2019,18793,1
"2667","Ford Fusion",2019,16599,1
"2668","Ford Fusion",2017,17515,3
"2669","Ford Fusion",2016,11500,4
"2670","Ford Fusion",2017,18918,3
"2671","Ford Fusion",2015,8999,5
"2672","Ford Fusion",2016,12323,4
"2673","Ford Fusion",2020,18560,0
"2674","Ford Fusion",2019,16409,1
"2675","Ford Fusion",2019,17220,1
"2676","Ford Fusion",2019,18165,1
"2677","Ford Fusion",2020,19995,0
"2678","Ford Fusion",2017,11434,3
"2679","Ford Fusion",2015,12990,5
"2680","Ford Fusion",2014,9490,6
"2681","Ford Fusion",2017,13995,3
"2682","Ford Fusion",2016,13488,4
"2683","Ford Fusion",2011,6899,9
"2684","Ford Fusion",2019,17268,1
"2685","Ford Fusion",2014,10991,6
"2686","Ford Fusion",2015,10595,5
"2687","Ford Fusion",2013,9595,7
"2688","Ford Fusion",2017,14000,3
"2689","Ford Fusion",2017,13272,3
"2690","Ford Fusion",2017,16900,3
"2691","Ford Fusion",2016,13296,4
"2692","Ford Fusion",2017,13900,3
"2693","Ford Fusion",2019,18777,1
"2694","Ford Fusion",2017,13822,3
"2695","Ford Fusion",2015,11025,5
"2696","Ford Fusion",2018,13495,2
"2697","Ford Fusion",2019,18990,1
"2698","Ford Fusion",2017,12899,3
"2699","Ford Fusion",2017,15990,3
"2700","Ford Fusion",2018,12599,2
"2701","Ford Fusion",2019,16996,1
"2702","Ford Fusion",2019,17800,1
"2703","Ford Fusion",2008,3990,12
"2704","Ford Fusion",2019,17977,1
"2705","Ford Fusion",2019,16495,1
"2706","Ford Fusion",2017,12990,3
"2707","Ford Fusion",2016,11199,4
"2708","Ford Fusion",2017,11980,3
"2709","Ford Fusion",2018,17786,2
"2710","Ford Fusion",2016,10892,4
"2711","Ford Fusion",2019,18500,1
"2712","Ford Fusion",2019,17458,1
"2713","Ford Fusion",2013,9547,7
"2714","Ford Fusion",2016,8799,4
"2715","Ford Fusion",2017,9985,3
"2716","Ford Fusion",2018,14429,2
"2717","Ford Fusion",2017,12000,3
"2718","Ford Fusion",2017,14985,3
"2719","Ford Fusion",2016,12995,4
"2720","Ford Fusion",2020,19300,0
"2721","Ford Fusion",2011,9300,9
"2722","Ford Fusion",2016,10850,4
"2723","Ford Fusion",2018,12991,2
"2724","Ford Fusion",2017,13995,3
"2725","Ford Fusion",2019,15994,1
"2726","Ford Fusion",2020,16674,0
"2727","Ford Fusion",2019,19542,1
"2728","Ford Fusion",2019,17998,1
"2729","Ford Fusion",2019,16200,1
"2730","Ford Fusion",2019,14750,1
"2731","Ford Fusion",2017,16203,3
"2732","Ford Fusion",2014,10889,6
"2733","Ford Fusion",2017,16000,3
"2734","Ford Fusion",2013,8295,7
"2735","Ford Fusion",2018,15995,2
"2736","Ford Fusion",2017,14980,3
"2737","Ford Fusion",2017,15580,3
"2738","Ford Fusion",2017,16599,3
"2739","Ford Fusion",2013,8750,7
"2740","Ford Fusion",2019,16000,1
"2741","Ford Fusion",2017,12397,3
"2742","Ford Fusion",2014,10479,6
"2743","Ford Fusion",2019,13200,1
"2744","Ford Fusion",2017,17593,3
"2745","Ford Fusion",2014,10000,6
"2746","Ford Fusion",2019,16929,1
"2747","Ford Fusion",2016,12591,4
"2748","Ford Fusion",2019,16900,1
"2749","Ford Fusion",2014,11345,6
"2750","Ford Fusion",2019,14995,1
"2751","Ford Fusion",2017,15500,3
"2752","Ford Fusion",2018,17988,2
"2753","Ford Fusion",2014,9600,6
"2754","Ford Fusion",2019,15436,1
"2755","Ford Fusion",2017,14998,3
"2756","Ford Fusion",2019,13994,1
"2757","Ford Fusion",2019,16642,1
"2758","Ford Fusion",2016,11638,4
"2759","Ford Fusion",2017,16490,3
"2760","Ford Fusion",2018,13289,2
"2761","Ford Fusion",2017,15635,3
"2762","Ford Fusion",2013,9573,7
"2763","Ford Fusion",2019,15988,1
"2764","Ford Fusion",2017,14500,3
"2765","Ford Fusion",2017,15490,3
"2766","Ford Fusion",2017,15250,3
"2767","Ford Fusion",2018,14950,2
"2768","Ford Fusion",2019,15850,1
"2769","Ford Fusion",2018,13636,2
"2770","Ford Fusion",2016,11585,4
"2771","Ford Fusion",2018,16100,2
"2772","Ford Fusion",2016,10909,4
"2773","Ford Fusion",2015,10500,5
"2774","Ford Fusion",2014,10900,6
"2775","Ford Fusion",2019,13398,1
"2776","Ford Fusion",2013,9500,7
"2777","Ford Fusion",2017,14510,3
"2778","Ford Fusion",2017,17500,3
"2779","Ford Fusion",2015,11326,5
"2780","Ford Fusion",2017,16995,3
"2781","Ford Fusion",2019,17000,1
"2782","Ford Fusion",2014,8899,6
"2783","Ford Fusion",2009,6399,11
"2784","Ford Fusion",2018,12000,2
"2785","Ford Fusion",2019,13900,1
"2786","Ford Fusion",2016,11500,4
"2787","Ford Fusion",2018,13988,2
"2788","Ford Fusion",2013,11250,7
"2789","Ford Fusion",2017,17650,3
"2790","Ford Fusion",2017,14250,3
"2791","Ford Fusion",2016,10909,4
"2792","Ford Fusion",2019,16500,1
"2793","Ford Fusion",2019,17250,1
"2794","Ford Fusion",2017,11500,3
"2795","Ford Fusion",2018,15988,2
"2796","Ford Fusion",2019,17491,1
"2797","Ford Fusion",2019,18037,1
"2798","Ford Fusion",2015,8373,5
"2799","Ford Fusion",2016,12500,4
"2800","Ford Fusion",2015,6999,5
"2801","Ford Fusion",2017,14000,3
"2802","Ford Fusion",2019,17490,1
"2803","Ford Fusion",2017,14997,3
"2804","Ford Fusion",2018,15493,2
"2805","Ford Fusion",2013,9585,7
"2806","Ford Fusion",2018,14900,2
"2807","Ford Fusion",2015,10450,5
"2808","Ford Fusion",2019,19190,1
"2809","Ford Fusion",2017,15988,3
"2810","Ford Fusion",2017,16900,3
"2811","Ford Fusion",2017,15598,3
"2812","Ford Fusion",2020,15000,0
"2813","Ford Fusion",2017,13882,3
"2814","Ford Fusion",2019,17916,1
"2815","Ford Fusion",2017,12595,3
"2816","Ford Fusion",2019,20999,1
"2817","Ford Fusion",2018,16000,2
"2818","Ford Fusion",2016,8995,4
"2819","Ford Fusion",2020,15466,0
"2820","Ford Fusion",2018,13995,2
"2821","Ford Fusion",2019,12999,1
"2822","Ford Fusion",2018,16490,2
"2823","Ford Fusion",2019,16492,1
"2824","Ford Fusion",2019,15999,1
"2825","Ford Fusion",2018,14495,2
"2826","Ford Fusion",2017,19485,3
"2827","Ford Fusion",2019,15250,1
"2828","Ford Fusion",2012,8190,8
"2829","Ford Fusion",2017,13980,3
"2830","Ford Fusion",2017,12995,3
"2831","Ford Fusion",2019,15905,1
"2832","Ford Fusion",2016,14988,4
"2833","Ford Fusion",2017,12116,3
"2834","Ford Fusion",2019,13995,1
"2835","Ford Fusion",2019,15900,1
"2836","Ford Fusion",2019,17990,1
"2837","Ford Fusion",2017,12693,3
"2838","Ford Fusion",2016,12909,4
"2839","Ford Fusion",2017,16498,3
"2840","Ford Fusion",2010,7900,10
"2841","Ford Fusion",2014,8745,6
