model_name,make_year,car_price,car_description,location,car_colour
Ford Fusion,2019,12704,"No accidents, 1 Owner, Personal use","West Palm Beach, FL","Black exterior, Black interior"
Ford Fusion,2015,10400,"1 accident, 2 Owners, Personal use","Phoenix, AZ","Black exterior, Black interior"
Ford Fusion,2019,14660,"No accidents, 1 Owner, Personal use","Broomfield, CO","Blue exterior, Black interior"
Ford Fusion,2019,20550,"No accidents, 1 Owner, Personal use","Millington, TN","Black exterior, Black interior"
Ford Fusion,2015,9287,"1 accident, 1 Owner, Personal use","Arkansas City, KS","Silver exterior, Unknown interior"
Ford Fusion,2019,11995,"No accidents, 1 Owner, Personal use","Colton, CA","Unknown exterior, Gray interior"
Ford Fusion,2019,14995,"No accidents, 1 Owner, Personal use","Santa Monica, CA","Blue exterior, Black interior"
Ford Fusion,2018,14981,"No accidents, 2 Owners, Personal use","Surprise, AZ","White exterior, Gray interior"
Ford Fusion,2014,10980,"No accidents, 1 Owner, Personal use","Killeen, TX","Blue exterior, Gray interior"
Ford Fusion,2008,2988,"2 accidents, 2 Owners, Fleet use","Austin, TX","Gold exterior, Brown interior"
Ford Fusion,2010,5180,"1 accident, 1 Owner, Personal use","Orlando, FL","Green exterior, Gray interior"
Ford Fusion,2019,17477,"No accidents, 1 Owner, Personal use","Florence, SC","Silver exterior, Black interior"
Ford Fusion,2019,19897,"No accidents, 1 Owner, Personal use","Milwaukee, WI","White exterior, Black interior"
Ford Fusion,2013,7495,"No accidents, 2 Owners, Fleet use","San Antonio, TX","Black exterior, Black interior"
Ford Fusion,2016,8995,"No accidents, 2 Owners, Fleet use","Riverside, CA","Red exterior, Black interior"
Ford Fusion,2019,15781,"No accidents, 1 Owner, Fleet use","Elkhorn, WI","Gray exterior, Black interior"
Ford Fusion,2008,3995,"No accidents, Personal use","Oklahoma City, OK","Unknown exterior, Unknown interior"
Ford Fusion,2018,14998,"1 accident, 1 Owner, Personal use","Carrollton, GA","Gray exterior, Black interior"
Ford Fusion,2017,12896,"No accidents, 1 Owner, Personal use","Monroe, MI","Black exterior, Unknown interior"
Ford Fusion,2015,7999,"No accidents, 1 Owner, Fleet use","Nashville, TN","Silver exterior, Gray interior"
Ford Fusion,2013,6995,"No accidents, 1 Owner, Personal use","Raleigh, NC","Unknown exterior, Beige interior"
Ford Fusion,2014,6500,"No accidents, 1 Owner, Personal use","Springfield, VA","Silver exterior, Black interior"
Ford Fusion,2010,4850,"No accidents, 2 Owners, Fleet use","San Jose, CA","Black exterior, Gray interior"
Ford Fusion,2019,15900,"No accidents, 2 Owners, Personal use","Tampa, FL","Gray exterior, Black interior"
Ford Fusion,2019,18900,"No accidents, 1 Owner, Personal use","Hutto, TX","White exterior, Unknown interior"
Ford Fusion,2019,17700,"No accidents, 1 Owner, Personal use","Chicago, IL","Red exterior, Black interior"
Ford Fusion,2014,12590,"No accidents, 1 Owner, Personal use","Blue Mound, TX","Gray exterior, Black interior"
Ford Fusion,2015,9988,"No accidents, 1 Owner, Personal use","Platte City, MO","Black exterior, Black interior"
Ford Fusion,2017,12748,"No accidents, 1 Owner, Personal use","Salt Lake City, UT","Red exterior, Black interior"
Ford Fusion,2019,12999,"No accidents, 1 Owner, Personal use","Waldorf, MD","White exterior, Gray interior"
Ford Fusion,2019,15499,"No accidents, 2 Owners, Personal use","Easley, SC","Black exterior, Black interior"
Ford Fusion,2017,10981,"No accidents, 1 Owner, Fleet use","Tampa, FL","Gold exterior, Black interior"
Ford Fusion,2019,15699,"No accidents, 1 Owner, Personal use","Vidalia, GA","White exterior, Unknown interior"
Ford Fusion,2014,8554,"No accidents, 3 Owners, Fleet use","Columbia, TN","Black exterior, Unknown interior"
Ford Fusion,2015,8897,"No accidents, 2 Owners, Fleet use","Dundalk, MD","Gray exterior, Beige interior"
Ford Fusion,2017,8990,"No accidents, 3 Owners, Personal use","Streamwood, IL","Black exterior, Black interior"
Ford Fusion,2012,8590,"No accidents, 3 Owners, Personal use","Blue Mound, TX","White exterior, Gray interior"
Ford Fusion,2019,18543,"No accidents, 1 Owner, Personal use","Elkhorn, WI","Red exterior, Black interior"
Ford Fusion,2019,13986,"No accidents, 1 Owner, Personal use","Gainesville, FL","White exterior, Unknown interior"
Ford Fusion,2013,5995,"No accidents, 2 Owners, Personal use","Southgate, CA","White exterior, Unknown interior"
Ford Fusion,2012,6995,"No accidents, 1 Owner, Personal use","Rowley, MA","Black exterior, Gray interior"
Ford Fusion,2016,9996,"No accidents, 1 Owner, Personal use","Bellingham, WA","Silver exterior, Black interior"
Ford Fusion,2016,8750,"1 accident, 1 Owner, Personal use","Houston, TX","Unknown exterior, Gray interior"
Ford Fusion,2014,7500,"1 accident, 3 Owners, Fleet use","Marietta, GA","Black exterior, Gray interior"
Ford Fusion,2014,13500,"No accidents, 2 Owners, Personal use","Blue Mound, TX","White exterior, Beige interior"
Ford Fusion,2019,16882,"No accidents, 1 Owner, Personal use","Temple, TX","White exterior, Unknown interior"
Ford Fusion,2019,16981,"No accidents, 1 Owner, Personal use","Surprise, AZ","Black exterior, Black interior"
Ford Fusion,2019,15991,"No accidents, 1 Owner, Fleet use","Daphne, AL","Black exterior, Black interior"
Ford Fusion,2019,14494,"No accidents, 1 Owner, Personal use","Spring, TX","Gray exterior, Black interior"
Ford Fusion,2019,18394,"No accidents, 1 Owner, Fleet use","Dixon, CA","Silver exterior, Black interior"
Ford Fusion,2010,5990,"No accidents, 2 Owners, Personal use","Louisville, TN","White exterior, Gray interior"
Ford Fusion,2010,5901,"1 accident, 2 Owners, Fleet use","Lithia Springs, GA","Blue exterior, Gray interior"
Ford Fusion,2019,16997,"No accidents, 1 Owner, Personal use","Morristown, TN","White exterior, Black interior"
Ford Fusion,2017,10955,"No accidents, 2 Owners, Fleet use","Jacksonville, FL","Silver exterior, Black interior"
Ford Fusion,2012,7499,"1 accident, 2 Owners, Personal use","San Antonio, TX","Maroon exterior, Black interior"
Ford Fusion,2017,12990,"No accidents, 1 Owner, Personal use","Turnersville, NJ","Red exterior, Gray interior"
Ford Fusion,2017,13277,"No accidents, 2 Owners, Fleet use","Sulphur Springs, TX","Silver exterior, Black interior"
Ford Fusion,2017,11994,"1 accident, 1 Owner, Personal use","Sanford, NC","Blue exterior, Gray interior"
Ford Fusion,2011,6495,"1 accident, 1 Owner, Personal use","Walpole, MA","Silver exterior, Beige interior"
Ford Fusion,2013,10500,"No accidents, 2 Owners, Personal use","Mount Dora, FL","Black exterior, Beige interior"
Ford Fusion,2019,13500,"No accidents, 1 Owner, Personal use","Clovis, CA","Gray exterior, Gray interior"
Ford Fusion,2019,15828,"No accidents, 1 Owner, Personal use","Mitchell, SD","Black exterior, Gray interior"
Ford Fusion,2019,18450,"No accidents, 1 Owner, Personal use","Frankfort, IL","Black exterior, Black interior"
Ford Fusion,2018,14991,"No accidents, 2 Owners, Personal use","Lynnwood, WA","Black exterior, Black interior"
Ford Fusion,2014,9490,"No accidents, 3 Owners, Fleet use","Johnston, IA","Silver exterior, Unknown interior"
Ford Fusion,2019,17195,"No accidents, 2 Owners, Fleet use","Turnersville, NJ","Red exterior, Black interior"
Ford Fusion,2013,8999,"No accidents, 3 Owners, Personal use","New Richmond, WI","Unknown exterior, Unknown interior"
Ford Fusion,2019,14495,"No accidents, 1 Owner, Personal use","Sterling, VA","Gray exterior, Black interior"
Ford Fusion,2014,5999,"1 accident, 2 Owners, Fleet use","Las Cruces, NM","Gray exterior, Unknown interior"
Ford Fusion,2016,11998,"No accidents, 3 Owners, Personal use","Las Vegas, NV","White exterior, Black interior"
Ford Fusion,2019,14999,"No accidents, 1 Owner, Personal use","Hayward, CA","White exterior, Black interior"
Ford Fusion,2019,13095,"No accidents, 1 Owner, Personal use","Miami Lakes, FL","Gray exterior, Unknown interior"
Ford Fusion,2019,14750,"No accidents, 1 Owner, Personal use","Jacksonville, NC","Gray exterior, Black interior"
Ford Fusion,2011,9590,"No accidents, 1 Owner, Personal use","Blue Mound, TX","Blue exterior, Black interior"
Ford Fusion,2016,11985,"No accidents, 2 Owners, Personal use","Exton, PA","Red exterior, Black interior"
Ford Fusion,2019,13761,"No accidents, 1 Owner, Personal use","Gainesville, FL","Silver exterior, Black interior"
Ford Fusion,2017,12988,"No accidents, 1 Owner, Personal use","Exeter, NH","Silver exterior, Black interior"
Ford Fusion,2017,14500,"No accidents, 1 Owner, Fleet use","Bardstown, KY","White exterior, Unknown interior"
Ford Fusion,2015,8495,"No accidents, 2 Owners, Personal use","North Hills, CA","White exterior, Gray interior"
Ford Fusion,2013,6100,"1 accident, 2 Owners, Fleet use","Wichita, KS","Silver exterior, Black interior"
Ford Fusion,2015,9590,"No accidents, 2 Owners, Fleet use","Pembroke Pines, FL","Gray exterior, Beige interior"
Ford Fusion,2007,2499,"No accidents, 3 Owners, Fleet use","Denver, CO","Blue exterior, Gray interior"
Ford Fusion,2013,7494,"No accidents, 3 Owners, Fleet use","Daphne, AL","White exterior, Unknown interior"
Ford Fusion,2019,18496,"No accidents, 1 Owner, Personal use","Milwaukee, WI","Black exterior, Black interior"
Ford Fusion,2016,7999,"No accidents, 4 Owners, Personal use","Medford, OR","Gray exterior, Black interior"
Ford Fusion,2016,9628,"No accidents, 3 Owners, Personal use","Irving, TX","Blue exterior, Gray interior"
Ford Fusion,2013,9691,"No accidents, 2 Owners, Personal use","Beavercreek, OH","White exterior, Black interior"
Ford Fusion,2018,12595,"2 accidents, 2 Owners, Fleet use","Margate, FL","White exterior, Black interior"
Ford Fusion,2016,6997,"No accidents, 1 Owner, Personal use","Bloomington, MN","Red exterior, Unknown interior"
Ford Fusion,2014,5300,"1 accident, 3 Owners, Fleet use","Marietta, GA","Gray exterior, Black interior"
Ford Fusion,2016,10000,"No accidents, 2 Owners, Fleet use","Ewing, NJ","White exterior, Unknown interior"
Ford Fusion,2016,10514,"No accidents, 2 Owners, Personal use","Little Rock, AR","White exterior, Unknown interior"
Ford Fusion,2017,14485,"1 accident, 1 Owner, Personal use","Gainesville, FL","White exterior, Gray interior"
Ford Fusion,2019,16976,"No accidents, 1 Owner, Personal use","Carlsbad, NM","White exterior, Gray interior"
Ford Fusion,2015,12176,"No accidents, 1 Owner, Fleet use","Riverdale, UT","Unknown exterior, Black interior"
Ford Fusion,2019,14888,"No accidents, 1 Owner, Personal use","Laurel, MD","White exterior, Gray interior"
Ford Fusion,2013,8900,"No accidents, 2 Owners, Personal use","Madison, WI","Blue exterior, Black interior"
Ford Fusion,2017,11355,"No accidents, 1 Owner, Personal use","Sacramento, CA","Blue exterior, Gray interior"
Ford Fusion,2019,14995,"No accidents, 1 Owner, Personal use","Thomaston, ME","Red exterior, Gray interior"
Ford Fusion,2016,8197,"2 accidents, 2 Owners, Fleet use","Pacoima, CA","Black exterior, Unknown interior"
Ford Fusion,2016,11500,"No accidents, 2 Owners, Personal use","Richmond, VA","Black exterior, Black interior"
Ford Fusion,2019,16425,"No accidents, 1 Owner, Personal use","Mechanicsville, VA","Gray exterior, Black interior"
Ford Fusion,2018,9999,"No accidents, 2 Owners, Fleet use","Colorado Springs, CO","Unknown exterior, Unknown interior"
Ford Fusion,2019,13495,"No accidents, 1 Owner, Personal use","New Port Richey, FL","Black exterior, Unknown interior"
Ford Fusion,2015,11998,"No accidents, 1 Owner, Personal use","Port Richey, FL","Red exterior, Black interior"
Ford Fusion,2019,16494,"No accidents, 1 Owner, Personal use","Idaho Falls, ID","Black exterior, Unknown interior"
Ford Fusion,2013,8998,"No accidents, 2 Owners, Fleet use","Burnsville, MN","Silver exterior, Unknown interior"
Ford Fusion,2008,3495,"No accidents, 1 Owner, Personal use","Spotsylvania, VA","Black exterior, Black interior"
Ford Fusion,2019,17671,"No accidents, 1 Owner, Fleet use","Tacoma, WA","Black exterior, Black interior"
Ford Fusion,2012,8995,"No accidents, 2 Owners, Personal use","Knoxville, TN","Red exterior, Black interior"
Ford Fusion,2015,7988,"No accidents, 3 Owners, Personal use","Midwest City, OK","Black exterior, Gray interior"
Ford Fusion,2019,16000,"No accidents, 1 Owner, Personal use","Hollywood, MD","White exterior, Black interior"
Ford Fusion,2017,12999,"No accidents, 1 Owner, Personal use","Greenville, SC","Gold exterior, Black interior"
Ford Fusion,2019,15688,"No accidents, 1 Owner, Personal use","Olympia, WA","White exterior, Black interior"
Ford Fusion,2020,15900,"No accidents, 1 Owner, Personal use","Tampa, FL","White exterior, Black interior"
Ford Fusion,2012,6999,"No accidents, 1 Owner, Fleet use","Marysville, WA","White exterior, Unknown interior"
Ford Fusion,2019,16446,"No accidents, 1 Owner, Fleet use","Porterville, CA","Silver exterior, Gray interior"
Ford Fusion,2019,14247,"No accidents, 1 Owner, Personal use","Culpeper, VA","Black exterior, Gray interior"
Ford Fusion,2018,13991,"No accidents, 1 Owner, Personal use","Livermore, CA","White exterior, Black interior"
Ford Fusion,2017,10900,"No accidents, 2 Owners, Personal use","Colchester, CT","Silver exterior, Black interior"
Ford Fusion,2016,10995,"1 accident, 2 Owners, Fleet use","Rancho Cordova, CA","Black exterior, Black interior"
Ford Fusion,2009,3988,"No accidents, 4 Owners, Personal use","Dallas, TX","Silver exterior, Gray interior"
Ford Fusion,2014,11990,"No accidents, 1 Owner, Personal use","North Little Rock, AR","Black exterior, Black interior"
Ford Fusion,2014,7254,"No accidents, 3 Owners, Fleet use","Louisville, KY","Blue exterior, Black interior"
Ford Fusion,2013,7922,"No accidents, 2 Owners, Personal use","San Antonio, TX","Red exterior, Beige interior"
Ford Fusion,2019,15788,"No accidents, 1 Owner, Personal use","Harvey, LA","White exterior, Unknown interior"
Ford Fusion,2012,5490,"No accidents, 2 Owners, Personal use","Gurnee, IL","Black exterior, Black interior"
Ford Fusion,2019,16214,"No accidents, 1 Owner, Personal use","Everett, WA","White exterior, Gray interior"
Ford Fusion,2015,14990,"No accidents, 2 Owners, Fleet use","Blue Mound, TX","Black exterior, Black interior"
Ford Fusion,2015,8495,"No accidents, 2 Owners, Personal use","Redlands, CA","Silver exterior, Black interior"
Ford Fusion,2017,13556,"No accidents, Personal use","Memphis, TN","Black exterior, Gray interior"
Ford Fusion,2020,16299,"No accidents, 1 Owner, Personal use","Turnersville, NJ","Black exterior, Black interior"
Ford Fusion,2018,12991,"No accidents, 1 Owner, Fleet use","Fort Worth, TX","White exterior, Black interior"
Ford Fusion,2009,4750,"No accidents, 3 Owners, Personal use","Dallas, TX","White exterior, Gray interior"
Ford Fusion,2014,9034,"No accidents, 2 Owners, Fleet use","Suitland, MD","Gray exterior, Black interior"
Ford Fusion,2017,12990,"No accidents, 1 Owner, Fleet use","Neptune, NJ","Silver exterior, Unknown interior"
Ford Fusion,2018,15888,"No accidents, 1 Owner, Personal use","Sussex, NJ","Black exterior, Black interior"
Ford Fusion,2019,14000,"No accidents, 1 Owner, Personal use","Rochester, NY","White exterior, Gray interior"
Ford Fusion,2014,8300,"No accidents, 1 Owner, Personal use","Baltimore, MD","White exterior, Beige interior"
Ford Fusion,2017,10443,"No accidents, 1 Owner, Personal use","Akron, OH","Black exterior, Black interior"
Ford Fusion,2017,9859,"No accidents, 1 Owner, Personal use","San Jose, CA","Silver exterior, Black interior"
Ford Fusion,2017,7749,"2 accidents, 2 Owners, Fleet use","Loma Linda, CA","Gray exterior, Gray interior"
Ford Fusion,2017,11989,"No accidents, 2 Owners, Fleet use","Sandusky, OH","Gray exterior, Black interior"
Ford Fusion,2018,15991,"No accidents, 1 Owner, Personal use","Fairfield, CA","Gray exterior, Gray interior"
Ford Fusion,2019,15649,"No accidents, 1 Owner, Personal use","Lubbock, TX","Black exterior, Unknown interior"
Ford Fusion,2018,14995,"No accidents, 1 Owner, Fleet use","Fuquay Varina, NC","White exterior, Gray interior"
Ford Fusion,2007,3895,"1 accident, 4 Owners, Fleet use","Phoenix, AZ","Unknown exterior, Unknown interior"
Ford Fusion,2017,9199,"1 accident, 1 Owner, Fleet use","Phoenix, AZ","White exterior, Black interior"
Ford Fusion,2019,16817,"No accidents, 1 Owner, Personal use","Conway, AR","Gray exterior, Unknown interior"
Ford Fusion,2019,14995,"No accidents, 1 Owner, Personal use","Santa Fe, NM","Unknown exterior, Unknown interior"
Ford Fusion,2019,16995,"No accidents, 1 Owner, Fleet use","Newport, OR","Gray exterior, Unknown interior"
Ford Fusion,2019,14500,"No accidents, 2 Owners, Personal use","Marlborough, MA","Silver exterior, Black interior"
Ford Fusion,2010,5991,"1 accident, 1 Owner, Personal use","Griffin, GA","Red exterior, Black interior"
Ford Fusion,2011,5900,"No accidents, 3 Owners, Fleet use","Virginia Beach, VA","Black exterior, Gray interior"
Ford Fusion,2013,10995,"No accidents, 1 Owner, Fleet use","Chandler, AZ","Unknown exterior, Unknown interior"
Ford Fusion,2017,10700,"No accidents, 1 Owner, Fleet use","Oklahoma City, OK","Gold exterior, Gray interior"
Ford Fusion,2015,11780,"No accidents, 3 Owners, Fleet use","Evans, GA","Red exterior, Black interior"
Ford Fusion,2015,7991,"1 accident, 2 Owners, Fleet use","Fort Worth, TX","Red exterior, Beige interior"
