model_name,make_year,car_price,car_description,location,car_colour
Ford Fusion,2019,16991,"No accidents, 1 Owner, Personal use","Katy, TX","Gray exterior, Black interior"
Ford Fusion,2019,17700,"No accidents, 1 Owner, Personal use","Reidsville, NC","White exterior, Unknown interior"
Ford Fusion,2019,13900,"1 accident, 1 Owner, Personal use","Irving, TX","Silver exterior, Gray interior"
Ford Fusion,2017,17000,"No accidents, 1 Owner, Personal use","Perham, MN","Gold exterior, Black interior"
Ford Fusion,2013,6995,"1 accident, 2 Owners, Fleet use","Middletown, NJ","Maroon exterior, Beige interior"
Ford Fusion,2017,12092,"No accidents, 1 Owner, Personal use","Eugene, OR","White exterior, Gray interior"
Ford Fusion,2019,18559,"No accidents, 1 Owner, Personal use","Logansport, IN","Unknown exterior, Unknown interior"
Ford Fusion,2018,22990,"No accidents, 1 Owner, Fleet use","Henderson, KY","Black exterior, Gray interior"
Ford Fusion,2019,18491,"No accidents, 1 Owner, Personal use","Millington, TN","Red exterior, Brown interior"
Ford Fusion,2017,16500,"No accidents, 1 Owner, Fleet use","Branson West, MO","Gray exterior, Gray interior"
Ford Fusion,2019,15480,"No accidents, 1 Owner, Personal use","Stafford, TX","White exterior, Black interior"
Ford Fusion,2017,12011,"1 accident, 3 Owners, Fleet use","Sandy, UT","Red exterior, Unknown interior"
Ford Fusion,2017,14500,"No accidents, 1 Owner, Fleet use","Peoria, AZ","White exterior, Gray interior"
Ford Fusion,2016,10984,"No accidents, 1 Owner, Fleet use","Sanford, NC","White exterior, Unknown interior"
Ford Fusion,2019,13774,"No accidents, 1 Owner, Fleet use","Chesapeake, VA","White exterior, Black interior"
Ford Fusion,2019,15490,"No accidents, 1 Owner, Personal use","St. Louis, MO","Blue exterior, Gray interior"
Ford Fusion,2017,11995,"No accidents, 1 Owner, Personal use","Santa Monica, CA","White exterior, Gray interior"
Ford Fusion,2019,15990,"No accidents, 1 Owner, Fleet use","San Rafael, CA","Unknown exterior, Unknown interior"
Ford Fusion,2011,5950,"No accidents, 2 Owners, Personal use","Omaha, NE","Silver exterior, Gray interior"
Ford Fusion,2020,19444,"No accidents, 1 Owner, Personal use","Temple Hills, MD","Silver exterior, Unknown interior"
Ford Fusion,2019,15997,"No accidents, 1 Owner, Personal use","Melbourne, FL","Silver exterior, Unknown interior"
Ford Fusion,2018,14600,"No accidents, 1 Owner, Fleet use","Indianapolis, IN","Gray exterior, Gray interior"
Ford Fusion,2018,19850,"No accidents, Personal use","Federal Way, WA","Gray exterior, Black interior"
Ford Fusion,2018,13484,"No accidents, 1 Owner, Fleet use","Seffner, FL","Black exterior, Black interior"
Ford Fusion,2019,17500,"No accidents, 1 Owner, Personal use","Chesapeake, VA","Black exterior, Gray interior"
Ford Fusion,2017,16921,"No accidents, 1 Owner, Personal use","Milwaukee, WI","Black exterior, Black interior"
Ford Fusion,2017,11591,"1 accident, 2 Owners, Personal use","Chambersburg, PA","White exterior, Black interior"
Ford Fusion,2017,15490,"No accidents, 2 Owners, Fleet use","Baltimore, MD","Black exterior, Black interior"
Ford Fusion,2017,14899,"1 accident, 1 Owner, Personal use","Union, NJ","Gray exterior, Black interior"
Ford Fusion,2015,8500,"No accidents, 1 Owner, Personal use","Brockport, NY","Gray exterior, Unknown interior"
Ford Fusion,2019,17998,"No accidents, 1 Owner, Personal use","Zebulon, NC","Silver exterior, Black interior"
Ford Fusion,2013,7891,"No accidents, 3 Owners, Personal use","Beavercreek, OH","White exterior, Black interior"
Ford Fusion,2020,19188,"1 accident, 1 Owner, Personal use","Dallas, TX","Unknown exterior, Unknown interior"
Ford Fusion,2019,15488,"No accidents, 1 Owner, Personal use","Irving, TX","Silver exterior, Black interior"
Ford Fusion,2017,13995,"No accidents, 1 Owner, Personal use","Grandville, MI","Black exterior, Black interior"
Ford Fusion,2012,7950,"No accidents, 2 Owners, Personal use","Woodland, CA","Silver exterior, Unknown interior"
Ford Fusion,2019,13998,"No accidents, 1 Owner, Personal use","Redlands, CA","Silver exterior, Unknown interior"
Ford Fusion,2019,20000,"No accidents, 2 Owners, Personal use","Kalamazoo, MI","Black exterior, Black interior"
Ford Fusion,2019,13990,"No accidents, 1 Owner, Fleet use","Columbus, OH","Gold exterior, Gray interior"
Ford Fusion,2019,15788,"No accidents, 1 Owner, Fleet use","Farmington, NM","White exterior, Black interior"
Ford Fusion,2017,10974,"1 accident, 1 Owner, Personal use","Madera, CA","Gray exterior, Black interior"
Ford Fusion,2019,13750,"No accidents, 1 Owner, Fleet use","Gilbert, AZ","Blue exterior, Gray interior"
Ford Fusion,2019,19990,"No accidents, 1 Owner, Fleet use","Collins, MS","White exterior, Gray interior"
Ford Fusion,2019,17973,"No accidents, 1 Owner, Personal use","Salisbury, NC","Gray exterior, Black interior"
Ford Fusion,2017,14709,"No accidents, 1 Owner, Personal use","Santa Clara, CA","Red exterior, Black interior"
Ford Fusion,2018,14344,"No accidents, 1 Owner, Fleet use","Fort Wayne, IN","Black exterior, Unknown interior"
Ford Fusion,2016,9972,"No accidents, 1 Owner, Personal use","Gardendale, AL","Black exterior, Black interior"
Ford Fusion,2020,14995,"1 accident, 1 Owner, Fleet use","Fredricksburg, VA","Blue exterior, Black interior"
Ford Fusion,2018,14495,"No accidents, 1 Owner, Personal use","Blue Springs, MO","Silver exterior, Unknown interior"
Ford Fusion,2019,14985,"No accidents, 1 Owner, Personal use","Pine Bluff, AR","Black exterior, Black interior"
Ford Fusion,2017,11972,"No accidents, 1 Owner, Personal use","Chantilly, VA","Gray exterior, Black interior"
Ford Fusion,2016,12999,"1 accident, 2 Owners, Fleet use","Indianapolis, IN","White exterior, Beige interior"
Ford Fusion,2015,14259,"No accidents, 3 Owners, Personal use","Fort Wayne, IN","Black exterior, Black interior"
Ford Fusion,2020,18000,"No accidents, 1 Owner, Personal use","Falls Church, VA","Silver exterior, Black interior"
Ford Fusion,2016,12990,"1 accident, 1 Owner, Personal use","Ballwin, MO","Brown exterior, Black interior"
Ford Fusion,2013,9319,"No accidents, 2 Owners, Personal use","Austin, TX","Silver exterior, Black interior"
Ford Fusion,2018,12343,"No accidents, 2 Owners, Fleet use","Hiawatha, IA","Black exterior, Black interior"
Ford Fusion,2019,15800,"1 accident, 1 Owner, Personal use","Mission, KS","Gray exterior, Unknown interior"
Ford Fusion,2019,15899,"1 accident, 1 Owner, Personal use","Alexandria, VA","White exterior, Black interior"
Ford Fusion,2019,14999,"No accidents, 1 Owner, Personal use","Sacramento, CA","Gray exterior, Gray interior"
Ford Fusion,2017,12987,"No accidents, 2 Owners, Personal use","Selma, CA","Gray exterior, Gray interior"
Ford Fusion,2017,12900,"No accidents, 1 Owner, Fleet use","Houston, TX","Silver exterior, Black interior"
Ford Fusion,2012,7995,"No accidents, 2 Owners, Personal use","Pocatello, ID","Red exterior, Unknown interior"
Ford Fusion,2018,15637,"No accidents, 1 Owner, Personal use","Fort Wayne, IN","Silver exterior, Black interior"
Ford Fusion,2019,16000,"No accidents, 1 Owner, Fleet use","Corpus Christi, TX","Silver exterior, Gray interior"
Ford Fusion,2013,4195,"No accidents, 1 Owner, Personal use","Hicksville, OH","Black exterior, Gray interior"
Ford Fusion,2018,19391,"2 accidents, 2 Owners, Fleet use","Millington, TN","Silver exterior, Black interior"
Ford Fusion,2019,14999,"No accidents, 1 Owner, Fleet use","Sylacauga, AL","White exterior, Gray interior"
Ford Fusion,2020,20900,"No accidents, 1 Owner, Personal use","DeSoto, TX","Black exterior, Black interior"
Ford Fusion,2017,13585,"1 accident, 1 Owner, Fleet use","Mobile, AL","Gold exterior, Black interior"
Ford Fusion,2018,12500,"No accidents, 2 Owners, Fleet use","Louisville, KY","Silver exterior, Gray interior"
Ford Fusion,2019,15490,"No accidents, 1 Owner, Personal use","Doral, FL","White exterior, Black interior"
Ford Fusion,2019,14065,"1 accident, 2 Owners, Fleet use","Montclair, CA","White exterior, Gray interior"
Ford Fusion,2020,15782,"No accidents, 1 Owner, Fleet use","South Holland, IL","Black exterior, Black interior"
Ford Fusion,2016,9995,"No accidents, 1 Owner, Personal use","Douglas, GA","Unknown exterior, Unknown interior"
Ford Fusion,2017,11900,"No accidents, 2 Owners, Personal use","Bellingham, WA","Gray exterior, Gray interior"
Ford Fusion,2019,17848,"No accidents, 1 Owner, Personal use","Owings Mills, MD","Blue exterior, Brown interior"
Ford Fusion,2019,14999,"No accidents, 1 Owner, Personal use","Hayward, CA","White exterior, Unknown interior"
Ford Fusion,2019,13539,"No accidents, 1 Owner, Personal use","Baltimore, MD","Silver exterior, Gray interior"
Ford Fusion,2014,8987,"1 accident, 2 Owners, Personal use","Dundalk, MD","Red exterior, Black interior"
Ford Fusion,2019,16327,"No accidents, 1 Owner, Personal use","Homer, LA","Unknown exterior, Unknown interior"
Ford Fusion,2019,15487,"No accidents, 1 Owner, Personal use","Dundalk, MD","Blue exterior, Black interior"
Ford Fusion,2016,11000,"3 accidents, 2 Owners, Personal use","Kokomo, IN","Silver exterior, Black interior"
Ford Fusion,2017,11899,"No accidents, 1 Owner, Personal use","Stanton, CA","Black exterior, Black interior"
Ford Fusion,2016,12992,"No accidents, 1 Owner, Personal use","Southgate, CA","White exterior, Black interior"
Ford Fusion,2014,7535,"No accidents, 2 Owners, Personal use","Margate, FL","Orange exterior, Beige interior"
Ford Fusion,2014,13200,"1 accident, 3 Owners, Personal use","Fort Myers, FL","White exterior, Black interior"
Ford Fusion,2017,16424,"No accidents, 1 Owner, Personal use","Columbus, OH","White exterior, Black interior"
Ford Fusion,2019,16988,"1 accident, 1 Owner, Personal use","Roseville, CA","Black exterior, Unknown interior"
Ford Fusion,2020,19100,"No accidents, 1 Owner, Personal use","Newport News, VA","Red exterior, Unknown interior"
Ford Fusion,2019,16962,"No accidents, 1 Owner, Personal use","Vincennes, IN","Red exterior, Black interior"
Ford Fusion,2018,15607,"No accidents, 2 Owners, Fleet use","Live Oak, FL","White exterior, Gray interior"
Ford Fusion,2019,16399,"No accidents, 1 Owner, Personal use","Saline, MI","White exterior, Gray interior"
Ford Fusion,2016,10994,"No accidents, 2 Owners, Fleet use","Kalamazoo, MI","Black exterior, Black interior"
Ford Fusion,2017,11500,"1 accident, 1 Owner, Personal use","Columbus, OH","Red exterior, Black interior"
Ford Fusion,2016,14890,"No accidents, 1 Owner, Personal use","Sacramento, CA","Unknown exterior, Unknown interior"
Ford Fusion,2017,16599,"No accidents, 1 Owner, Personal use","Princeton, WV","Silver exterior, Gray interior"
Ford Fusion,2018,14999,"No accidents, 1 Owner, Personal use","Murfreesboro, TN","Black exterior, Black interior"
Ford Fusion,2018,13994,"No accidents, 1 Owner, Personal use","Santa Fe, NM","Black exterior, Black interior"
Ford Fusion,2017,17991,"No accidents, 1 Owner, Personal use","Liverpool, NY","Black exterior, Gray interior"
Ford Fusion,2019,21990,"No accidents, 1 Owner, Personal use","West Covina, CA","Black exterior, Black interior"
Ford Fusion,2014,10347,"2 accidents, 2 Owners, Fleet use","Mendon, MA","Black exterior, Black interior"
Ford Fusion,2019,17659,"No accidents, 1 Owner, Personal use","Austin, TX","Gray exterior, Black interior"
Ford Fusion,2019,15999,"No accidents, 1 Owner, Personal use","Raleigh, NC","Black exterior, Gray interior"
Ford Fusion,2012,6395,"No accidents, 1 Owner, Personal use","Tobyhanna, PA","Blue exterior, Unknown interior"
Ford Fusion,2017,14995,"No accidents, 2 Owners, Fleet use","Moreno Valley, CA","Red exterior, Black interior"
Ford Fusion,2017,14000,"No accidents, 1 Owner, Personal use","Lexington, KY","Gray exterior, Black interior"
Ford Fusion,2015,6995,"No accidents, 3 Owners, Fleet use","Honolulu, HI","Orange exterior, Unknown interior"
Ford Fusion,2019,17599,"No accidents, 1 Owner, Personal use","Countryside, IL","Silver exterior, Black interior"
Ford Fusion,2019,20988,"No accidents, 1 Owner, Personal use","Etowah, TN","Silver exterior, Black interior"
Ford Fusion,2019,16100,"No accidents, 1 Owner, Personal use","Quincy, FL","White exterior, Gray interior"
Ford Fusion,2016,9900,"No accidents, 3 Owners, Personal use","Covina, CA","Red exterior, Unknown interior"
Ford Fusion,2019,15305,"No accidents, 1 Owner, Personal use","Lake City, FL","White exterior, Black interior"
Ford Fusion,2012,6995,"1 accident, 3 Owners, Fleet use","Greeley, CO","Red exterior, Unknown interior"
Ford Fusion,2016,10495,"1 accident, 2 Owners, Fleet use","Tucson, AZ","Silver exterior, Black interior"
Ford Fusion,2016,12995,"1 accident, 2 Owners, Fleet use","Taylorville, IL","Unknown exterior, Unknown interior"
Ford Fusion,2014,9499,"1 accident, 2 Owners, Personal use","Denver, CO","White exterior, Black interior"
Ford Fusion,2016,9995,"No accidents, 3 Owners, Fleet use","Fort Worth, TX","White exterior, Unknown interior"
Ford Fusion,2017,13000,"No accidents, 1 Owner, Fleet use","Fenton, MI","Gray exterior, Black interior"
Ford Fusion,2019,15877,"No accidents, 1 Owner, Personal use","Unadilla, GA","White exterior, Unknown interior"
Ford Fusion,2019,17988,"1 accident, 1 Owner, Personal use","Fresno, CA","Red exterior, Black interior"
Ford Fusion,2018,15722,"No accidents, 1 Owner, Personal use","Folsom, CA","Silver exterior, Black interior"
Ford Fusion,2017,13498,"No accidents, 1 Owner, Personal use","Tracy, CA","White exterior, Black interior"
Ford Fusion,2018,13000,"No accidents, 1 Owner, Fleet use","Gilbert, AZ","White exterior, Black interior"
Ford Fusion,2017,14764,"No accidents, 1 Owner, Personal use","Dixon, CA","White exterior, Black interior"
Ford Fusion,2017,10500,"No accidents, 1 Owner, Personal use","Columbus, OH","White exterior, Black interior"
Ford Fusion,2013,8995,"No accidents, 2 Owners, Fleet use","Acworth, GA","Red exterior, Black interior"
Ford Fusion,2015,8999,"No accidents, 2 Owners, Fleet use","Waldorf, MD","Silver exterior, Unknown interior"
Ford Fusion,2017,11990,"No accidents, 1 Owner, Fleet use","Hempstead, NY","Black exterior, Unknown interior"
Ford Fusion,2013,8995,"No accidents, 2 Owners, Personal use","Anaheim, CA","Silver exterior, Black interior"
Ford Fusion,2013,6995,"No accidents, 2 Owners, Personal use","Tempe, AZ","Gray exterior, Black interior"
Ford Fusion,2018,13354,"No accidents, 1 Owner, Fleet use","Libertyville, IL","White exterior, Unknown interior"
Ford Fusion,2016,11985,"No accidents, 1 Owner, Personal use","Paris, TX","Red exterior, Black interior"
Ford Fusion,2019,13991,"No accidents, 1 Owner, Personal use","Renton, WA","Gray exterior, Gray interior"
Ford Fusion,2019,15990,"No accidents, 1 Owner, Personal use","Blue Mound, TX","Beige exterior, Black interior"
Ford Fusion,2011,6998,"No accidents, 1 Owner, Personal use","Alpharetta, GA","White exterior, Brown interior"
Ford Fusion,2020,16402,"No accidents, 1 Owner, Personal use","Richmond Hill, NY","Silver exterior, Unknown interior"
Ford Fusion,2017,18998,"No accidents, 1 Owner, Personal use","Milwaukee, WI","Silver exterior, Black interior"
Ford Fusion,2016,10995,"No accidents, 1 Owner, Fleet use","Naugatuck, CT","Red exterior, Gray interior"
Ford Fusion,2017,16263,"No accidents, 1 Owner, Fleet use","Exton, PA","Gray exterior, Black interior"
Ford Fusion,2018,12700,"No accidents, 1 Owner, Personal use","El Paso, TX","Red exterior, Black interior"
Ford Fusion,2020,18990,"No accidents, 1 Owner, Fleet use","Taylorville, IL","Silver exterior, Black interior"
Ford Fusion,2020,18991,"No accidents, 1 Owner, Personal use","Tampa, FL","Black exterior, Black interior"
Ford Fusion,2019,14486,"No accidents, 1 Owner, Personal use","Santa Fe, NM","Gray exterior, Black interior"
Ford Fusion,2018,17448,"1 accident, 2 Owners, Personal use","Abingdon, VA","Gray exterior, Gray interior"
Ford Fusion,2019,17465,"No accidents, 1 Owner, Personal use","Saugus, MA","Gray exterior, Gray interior"
Ford Fusion,2019,18990,"No accidents, 1 Owner, Personal use","Santa Fe, NM","Black exterior, Unknown interior"
Ford Fusion,2019,15994,"No accidents, 1 Owner, Personal use","Alexandria, VA","Silver exterior, Black interior"
Ford Fusion,2018,14500,"No accidents, 1 Owner, Fleet use","Louisville, KY","Silver exterior, Gray interior"
Ford Fusion,2015,10999,"No accidents, 4 Owners, Personal use","Beaufort, SC","Silver exterior, Black interior"
Ford Fusion,2018,14665,"No accidents, 1 Owner, Personal use","Macon, GA","Red exterior, Gray interior"
Ford Fusion,2019,14500,"No accidents, 1 Owner, Personal use","Pikeville, KY","White exterior, Gray interior"
Ford Fusion,2016,12900,"No accidents, 3 Owners, Personal use","Woodbridge, VA","White exterior, Black interior"
Ford Fusion,2019,16495,"No accidents, 1 Owner, Fleet use","Philadelphia, PA","White exterior, Black interior"
Ford Fusion,2013,9999,"No accidents, 3 Owners, Personal use","Bullhead City, AZ","Maroon exterior, Black interior"
Ford Fusion,2019,15998,"No accidents, 1 Owner, Fleet use","Lexington, KY","Gray exterior, Black interior"
Ford Fusion,2014,11592,"1 accident, 1 Owner, Personal use","Colma, CA","Black exterior, Gray interior"
Ford Fusion,2018,13995,"1 accident, 1 Owner, Personal use","Sterling Heights, MI","Blue exterior, Black interior"
Ford Fusion,2015,8996,"No accidents, 3 Owners, Personal use","Glendale, WI","Red exterior, Beige interior"
Ford Fusion,2019,17993,"No accidents, 1 Owner, Personal use","Victorville, CA","White exterior, Black interior"
Ford Fusion,2016,12000,"No accidents, 1 Owner, Personal use","Louisville, KY","White exterior, Black interior"
Ford Fusion,2019,16868,"No accidents, 1 Owner, Personal use","Cairo, GA","Gray exterior, Gray interior"
Ford Fusion,2016,12997,"No accidents, 1 Owner, Personal use","North Canton, OH","Red exterior, Black interior"
Ford Fusion,2019,17990,"No accidents, 1 Owner, Personal use","Santa Fe, NM","Red exterior, Unknown interior"
Ford Fusion,2015,12990,"No accidents, 2 Owners, Personal use","Blue Mound, TX","Black exterior, Gray interior"
Ford Fusion,2013,7488,"No accidents, 2 Owners, Fleet use","Exeter, NH","Silver exterior, Black interior"
Ford Fusion,2017,12444,"No accidents, 2 Owners, Fleet use","Olympia, WA","Unknown exterior, Unknown interior"
Ford Fusion,2011,4999,"No accidents, 3 Owners, Fleet use","Richardson, TX","Blue exterior, Black interior"
Ford Fusion,2020,17000,"No accidents, 1 Owner, Personal use","Winchester, KY","Red exterior, Gray interior"
Ford Fusion,2017,12797,"No accidents, 1 Owner, Personal use","Homewood, IL","Red exterior, Unknown interior"
Ford Fusion,2019,13890,"No accidents, 1 Owner, Personal use","Costa Mesa, CA","White exterior, Black interior"
Ford Fusion,2013,7870,"No accidents, 3 Owners, Personal use","Cincinnati, OH","Black exterior, Black interior"
Ford Fusion,2019,14991,"No accidents, 1 Owner, Personal use","Houston, TX","Blue exterior, Black interior"
Ford Fusion,2017,16990,"No accidents, 1 Owner, Personal use","Mchenry, IL","Gray exterior, Black interior"
Ford Fusion,2017,13277,"1 accident, 2 Owners, Fleet use","Shelby, NC","White exterior, Unknown interior"
Ford Fusion,2015,11995,"No accidents, 1 Owner, Personal use","Chantilly, VA","Gold exterior, Unknown interior"
Ford Fusion,2015,10900,"1 accident, 1 Owner, Personal use","Charlotte, NC","Silver exterior, Black interior"
Ford Fusion,2016,13942,"1 accident, 1 Owner, Personal use","Chicago, IL","Silver exterior, Black interior"
Ford Fusion,2014,10739,"No accidents, 2 Owners, Fleet use","Asheville, NC","White exterior, Black interior"
Ford Fusion,2016,9975,"1 accident, 2 Owners, Personal use","North Salt Lake, UT","Unknown exterior, Black interior"
Ford Fusion,2018,12900,"No accidents, 1 Owner, Personal use","Downers Grove, IL","Black exterior, Gray interior"
Ford Fusion,2018,14995,"No accidents, 1 Owner, Personal use","Vineland, NJ","Silver exterior, Unknown interior"
Ford Fusion,2018,13587,"1 accident, 1 Owner, Personal use","North Canton, OH","Gray exterior, Black interior"
Ford Fusion,2017,12898,"No accidents, 1 Owner, Personal use","Marietta, GA","White exterior, Black interior"
Ford Fusion,2019,19959,"No accidents, 1 Owner, Fleet use","Denison, TX","White exterior, Black interior"
Ford Fusion,2015,11492,"No accidents, 1 Owner, Personal use","Boise, ID","Green exterior, Unknown interior"
Ford Fusion,2016,10999,"1 accident, 2 Owners, Fleet use","Tampa, FL","Silver exterior, Gray interior"
Ford Fusion,2017,15997,"No accidents, 1 Owner, Personal use","Chesterfield, MI","White exterior, Gray interior"
Ford Fusion,2017,12998,"No accidents, 1 Owner, Personal use","Harlingen, TX","Red exterior, Black interior"
Ford Fusion,2017,14950,"No accidents, 1 Owner, Fleet use","Mt. Juliet, TN","Silver exterior, Black interior"
Ford Fusion,2019,15499,"No accidents, 1 Owner, Personal use","New Orleans, LA","Gray exterior, Black interior"
Ford Fusion,2018,14595,"No accidents, 2 Owners, Fleet use","Red Bank, NJ","Gold exterior, Gray interior"
Ford Fusion,2019,18212,"No accidents, 2 Owners, Personal use","Florence, SC","Blue exterior, Unknown interior"
Ford Fusion,2015,11980,"No accidents, 4 Owners, Personal use","Killeen, TX","Gray exterior, Black interior"
Ford Fusion,2016,13200,"1 accident, 1 Owner, Personal use","Deland, FL","White exterior, Black interior"
Ford Fusion,2017,10994,"No accidents, 3 Owners, Fleet use","Wichita, KS","White exterior, Gray interior"
Ford Fusion,2016,11477,"No accidents, 2 Owners, Personal use","Barrington, IL","White exterior, Unknown interior"
Ford Fusion,2006,4500,"No accidents, 1 Owner, Personal use","Massillon, OH","Gray exterior, Brown interior"
Ford Fusion,2017,12999,"1 accident, 1 Owner, Fleet use","West Palm Beach, FL","Red exterior, Gray interior"
Ford Fusion,2020,19300,"No accidents, 1 Owner, Fleet use","Bradenton, FL","Gray exterior, Black interior"
Ford Fusion,2019,15995,"No accidents, 1 Owner, Personal use","Canoga Park, CA","Silver exterior, Black interior"
Ford Fusion,2019,16800,"1 accident, 1 Owner, Personal use","Laurel, MD","White exterior, Black interior"
Ford Fusion,2016,12992,"No accidents, 2 Owners, Personal use","Wall, NJ","White exterior, Black interior"
Ford Fusion,2017,11741,"No accidents, 2 Owners, Personal use","Norman, OK","Black exterior, Black interior"
Ford Fusion,2019,15000,"No accidents, 1 Owner, Personal use","Lancaster, CA","Red exterior, Gray interior"
Ford Fusion,2019,15200,"No accidents, 1 Owner, Personal use","Independence, MO","Silver exterior, Black interior"
Ford Fusion,2018,12899,"1 accident, 1 Owner, Fleet use","West Covina, CA","Gray exterior, Gray interior"
Ford Fusion,2020,21996,"No accidents, 1 Owner, Personal use","Turnersville, NJ","White exterior, Gray interior"
Ford Fusion,2018,13949,"No accidents, 1 Owner, Personal use","Cincinnati, OH","Black exterior, Black interior"
Ford Fusion,2019,15980,"No accidents, 1 Owner, Fleet use","Killeen, TX","White exterior, Black interior"
Ford Fusion,2019,15380,"No accidents, 1 Owner, Personal use","Killeen, TX","Red exterior, Gray interior"
Ford Fusion,2018,14265,"No accidents, 1 Owner, Personal use","Harlingen, TX","Black exterior, Black interior"
Ford Fusion,2018,15493,"No accidents, 1 Owner, Personal use","Madill, OK","Blue exterior, Black interior"
Ford Fusion,2017,17991,"No accidents, 1 Owner, Personal use","Toms River, NJ","Black exterior, Gray interior"
Ford Fusion,2017,18995,"No accidents, 2 Owners, Fleet use","Chico, CA","Black exterior, Gray interior"
Ford Fusion,2015,12998,"No accidents, 2 Owners, Personal use","East Greenwich, RI","Green exterior, Unknown interior"
Ford Fusion,2017,16748,"No accidents, 1 Owner, Fleet use","Langhorne, PA","Black exterior, Black interior"
Ford Fusion,2019,15476,"No accidents, 1 Owner, Personal use","Athens, GA","Silver exterior, Black interior"
Ford Fusion,2015,12911,"1 accident, 2 Owners, Fleet use","Burns Harbor, IN","White exterior, Gray interior"
Ford Fusion,2010,5995,"No accidents, 1 Owner, Personal use","Flint, MI","Red exterior, Red interior"
Ford Fusion,2014,9995,"No accidents, 1 Owner, Personal use","Lombard, IL","Black exterior, Black interior"
Ford Fusion,2019,17970,"1 accident, 1 Owner, Personal use","Ames, IA","Gray exterior, Black interior"
Ford Fusion,2019,16732,"No accidents, 1 Owner, Fleet use","El Dorado Springs, MO","Silver exterior, Black interior"
Ford Fusion,2010,4500,"No accidents, 5 Owners, Fleet use","Marietta, GA","Black exterior, Black interior"
Ford Fusion,2017,14995,"No accidents, 1 Owner, Personal use","Wall, NJ","White exterior, Black interior"
Ford Fusion,2017,13900,"No accidents, 1 Owner, Fleet use","Neptune, NJ","Gold exterior, Black interior"
Ford Fusion,2016,14500,"No accidents, 2 Owners, Fleet use","Alexandria, VA","Silver exterior, Black interior"
Ford Fusion,2015,10798,"No accidents, 1 Owner, Personal use","Raleigh, NC","Gray exterior, Black interior"
Ford Fusion,2017,10995,"No accidents, 1 Owner, Personal use","Keyport, NJ","Black exterior, Gray interior"
Ford Fusion,2017,13635,"No accidents, 1 Owner, Personal use","Raleigh, NC","Gray exterior, Black interior"
Ford Fusion,2019,19295,"No accidents, 1 Owner, Fleet use","Bossier City, LA","White exterior, Black interior"
Ford Fusion,2019,16989,"No accidents, 1 Owner, Personal use","Gresham, OR","Blue exterior, Unknown interior"
Ford Fusion,2020,24347,"No accidents, 1 Owner, Personal use","Mendon, MA","Black exterior, Black interior"
Ford Fusion,2011,6999,"1 accident, 1 Owner, Personal use","Rio Linda, CA","White exterior, Gray interior"
Ford Fusion,2018,14995,"No accidents, 1 Owner, Personal use","Anniston, AL","Gray exterior, Black interior"
Ford Fusion,2016,11999,"No accidents, 1 Owner, Personal use","Gaithersburg, MD","Gray exterior, Black interior"
Ford Fusion,2017,13488,"No accidents, 1 Owner, Personal use","Bountiful, UT","White exterior, Black interior"
Ford Fusion,2017,15500,"No accidents, 1 Owner, Personal use","Falls Church, VA","Red exterior, Gray interior"
Ford Fusion,2018,17350,"No accidents, 1 Owner, Personal use","Brownsburg, IN","Black exterior, Black interior"
Ford Fusion,2015,9579,"1 accident, 3 Owners, Fleet use","High Point, NC","Silver exterior, Black interior"
Ford Fusion,2013,7999,"No accidents, 3 Owners, Personal use","Riverside, CA","Unknown exterior, Unknown interior"
Ford Fusion,2018,14988,"No accidents, 1 Owner, Personal use","Republic, MO","Gold exterior, Unknown interior"
Ford Fusion,2018,14500,"No accidents, 1 Owner, Personal use","Falls Church, VA","Gray exterior, Black interior"
Ford Fusion,2016,11993,"No accidents, 2 Owners, Personal use","Cincinnati, OH","Black exterior, Unknown interior"
Ford Fusion,2013,10000,"No accidents, 1 Owner, Personal use","Cranston, RI","Gray exterior, Black interior"
Ford Fusion,2017,13995,"No accidents, 1 Owner, Personal use","Ft. Worth, TX","Black exterior, Black interior"
Ford Fusion,2013,8920,"No accidents, 2 Owners, Personal use","Swanzey, NH","Blue exterior, Black interior"
Ford Fusion,2016,11933,"No accidents, 1 Owner, Fleet use","Salisbury, MA","Blue exterior, Gray interior"
Ford Fusion,2019,15795,"No accidents, 1 Owner, Personal use","Port Richey, FL","Gray exterior, Black interior"
Ford Fusion,2016,10999,"1 accident, 3 Owners, Personal use","Branson, MO","White exterior, Black interior"
Ford Fusion,2016,15978,"No accidents, 1 Owner, Fleet use","Bend, OR","White exterior, Unknown interior"
Ford Fusion,2019,16985,"No accidents, 1 Owner, Personal use","Hudson, WI","White exterior, Black interior"
Ford Fusion,2015,10500,"No accidents, 1 Owner, Fleet use","Tucson, AZ","Teal exterior, Black interior"
Ford Fusion,2018,14991,"No accidents, 1 Owner, Fleet use","Leesville, LA","White exterior, Gray interior"
Ford Fusion,2017,12668,"No accidents, 2 Owners, Fleet use","Austin, TX","Silver exterior, Unknown interior"
Ford Fusion,2019,19625,"No accidents, Personal use","California, MO","Blue exterior, Unknown interior"
Ford Fusion,2020,21950,"No accidents, 1 Owner, Fleet use","Pensacola, FL","Silver exterior, Black interior"
Ford Fusion,2017,15497,"1 accident, 1 Owner, Personal use","Springfield, MA","Gold exterior, Black interior"
Ford Fusion,2019,15998,"No accidents, 1 Owner, Personal use","Hattiesburg, MS","Silver exterior, Gray interior"
