"id","price","neighbourhood","property_type","room_type","d_baby_monitor","d_baby_safety_gates","d_bathtub","d_bed_linens","d_breakfast","d_building_staff","d_carbon_monoxide_alarm","d_changing_table","d_childrenu2019s_dinnerware","d_cleaning_before_checkout","d_coffee_maker","d_cooking_basics","d_dedicated_workspace","d_dishes_and_silverware","d_elevator","d_essentials","d_ethernet_connection","d_ev_charger","d_extra_pillows_and_blankets","d_fire_extinguisher","d_first_aid_kit","d_free_residential_garage_on_premises","d_game_console","d_garden_or_backyard","d_gym","d_hangers","d_high_chair","d_host_greets_you","d_hot_tub","d_hot_water","d_indoor_fireplace","d_iron","d_kitchen","d_lockbox","d_long_term_stays_allowed","d_luggage_dropoff_allowed","d_microwave","d_nespresso_coffee_machine","d_outlet_covers","d_patio_or_balcony","d_private_entrance","d_roomdarkening_shades","d_single_level_home","d_smoke_alarm","d_waterfront","d_stove_agg","d_wifi_agg","d_tv_agg","d_oven_agg","d_refrigerator","d_soap_agg","d_bbq_agg","d_toys_agg","d_crib_agg","d_parking_agg","d_shampoo_agg","d_heating_agg","d_washer_agg","d_conditioner_agg","d_dry_agg","d_instant_bookable_t","f_room_type","f_neighbourhood","f_room_type2","n_accommodates","n_bathrooms","n_bedrooms","n_beds","n_minimum_nights","n_number_of_reviews","n_review_scores_rating"
43693583,175,"Zuid","Entire apartment","Entire home/apt",0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,"Entire home/apt","Zuid","Entire/Apt",2,NA,2,2,2,3,100
43694669,99,"Centrum-Oost","Entire apartment","Entire home/apt",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,"Entire home/apt","Centrum-Oost","Entire/Apt",2,1,1,1,4,0,NA
43696156,200,"Osdorp","Entire apartment","Entire home/apt",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,"Entire home/apt","Osdorp","Entire/Apt",4,NA,3,3,1,3,93
43706243,121,"Slotervaart","Entire apartment","Entire home/apt",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,"Entire home/apt","Slotervaart","Entire/Apt",3,NA,1,2,3,3,93
43707738,220,"Centrum-Oost","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,"Entire home/apt","Centrum-Oost","Entire/Apt",4,NA,2,2,3,0,NA
43733152,89,"Centrum-Oost","Entire apartment","Entire home/apt",0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,"Entire home/apt","Centrum-Oost","Entire/Apt",2,NA,1,1,7,1,100
43733736,77,"Centrum-Oost","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,"Entire home/apt","Centrum-Oost","Entire/Apt",3,1,2,4,5,8,95
43734210,69,"Centrum-West","Entire apartment","Entire home/apt",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,"Entire home/apt","Centrum-West","Entire/Apt",2,1,1,1,5,6,97
43734321,109,"Centrum-Oost","Entire apartment","Entire home/apt",0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,"Entire home/apt","Centrum-Oost","Entire/Apt",4,NA,2,2,7,2,90
43734323,75,"Geuzenveld - Slotermeer","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"Entire home/apt","Geuzenveld - Slotermeer","Entire/Apt",4,NA,3,3,5,0,NA
43737187,99,"Centrum-Oost","Entire apartment","Entire home/apt",0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,"Entire home/apt","Centrum-Oost","Entire/Apt",4,1,2,2,7,1,100
43740117,99,"Centrum-Oost","Entire apartment","Entire home/apt",0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,"Entire home/apt","Centrum-Oost","Entire/Apt",4,1,2,2,7,4,85
43750030,300,"Centrum-Oost","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,"Entire home/apt","Centrum-Oost","Entire/Apt",3,NA,2,2,7,1,100
43753868,90,"Buitenveldert - Zuidas","Entire apartment","Entire home/apt",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,"Entire home/apt","Buitenveldert - Zuidas","Entire/Apt",3,1,NA,2,3,0,NA
43754882,99,"Bos en Lommer","Entire apartment","Entire home/apt",0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,"Entire home/apt","Bos en Lommer","Entire/Apt",2,1,1,1,2,1,100
43761679,169,"Centrum-West","Entire apartment","Entire home/apt",0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,"Entire home/apt","Centrum-West","Entire/Apt",3,NA,2,2,4,0,NA
43764051,69,"Bijlmer-Centrum","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,"Entire home/apt","Bijlmer-Centrum","Entire/Apt",2,NA,1,0,4,0,NA
43795298,160,"Centrum-West","Entire apartment","Entire home/apt",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,"Entire home/apt","Centrum-West","Entire/Apt",2,1,NA,1,2,0,NA
43798488,130,"De Baarsjes - Oud-West","Entire apartment","Entire home/apt",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,"Entire home/apt","De Baarsjes - Oud-West","Entire/Apt",2,1,1,1,2,1,100
43800026,148,"Westerpark","Entire apartment","Entire home/apt",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,"Entire home/apt","Westerpark","Entire/Apt",4,NA,1,2,14,0,NA
43800449,65,"Oud-Oost","Entire apartment","Entire home/apt",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,"Entire home/apt","Oud-Oost","Entire/Apt",2,NA,1,1,2,8,98
43804488,200,"De Baarsjes - Oud-West","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"Entire home/apt","De Baarsjes - Oud-West","Entire/Apt",4,1,1,0,3,0,NA
43815087,139,"De Pijp - Rivierenbuurt","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,"Entire home/apt","De Pijp - Rivierenbuurt","Entire/Apt",4,1,1,2,2,2,100
43830272,145,"De Baarsjes - Oud-West","Entire apartment","Entire home/apt",0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,"Entire home/apt","De Baarsjes - Oud-West","Entire/Apt",2,1,1,1,3,0,NA
43832090,110,"Oud-Oost","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"Entire home/apt","Oud-Oost","Entire/Apt",2,NA,1,1,3,0,NA
43841817,97,"De Pijp - Rivierenbuurt","Entire apartment","Entire home/apt",0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,"Entire home/apt","De Pijp - Rivierenbuurt","Entire/Apt",2,NA,1,1,7,6,93
43881067,97,"Bos en Lommer","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Entire home/apt","Bos en Lommer","Entire/Apt",3,1,1,1,3,0,NA
43882104,150,"Centrum-Oost","Entire apartment","Entire home/apt",0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,"Entire home/apt","Centrum-Oost","Entire/Apt",2,1,1,1,2,0,NA
43886711,249,"De Baarsjes - Oud-West","Entire apartment","Entire home/apt",0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,"Entire home/apt","De Baarsjes - Oud-West","Entire/Apt",4,1,2,2,2,2,100
43904607,125,"Westerpark","Entire apartment","Entire home/apt",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,"Entire home/apt","Westerpark","Entire/Apt",3,1,1,1,2,3,100
43907109,200,"De Baarsjes - Oud-West","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,"Entire home/apt","De Baarsjes - Oud-West","Entire/Apt",4,NA,2,3,2,5,100
43910768,70,"Watergraafsmeer","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Entire home/apt","Watergraafsmeer","Entire/Apt",2,1,NA,1,4,0,NA
43911500,60,"Centrum-Oost","Entire apartment","Entire home/apt",0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,"Entire home/apt","Centrum-Oost","Entire/Apt",4,1,1,4,15,0,NA
43913549,99,"Buitenveldert - Zuidas","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,"Entire home/apt","Buitenveldert - Zuidas","Entire/Apt",2,1,1,1,4,0,NA
43925314,112,"Centrum-Oost","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"Entire home/apt","Centrum-Oost","Entire/Apt",3,1,1,2,3,2,100
43927497,105,"Centrum-Oost","Entire apartment","Entire home/apt",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,"Entire home/apt","Centrum-Oost","Entire/Apt",2,NA,NA,1,3,1,100
43933080,199,"Centrum-West","Entire apartment","Entire home/apt",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,"Entire home/apt","Centrum-West","Entire/Apt",4,1,1,2,1,20,97
43936703,200,"De Baarsjes - Oud-West","Entire apartment","Entire home/apt",0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,"Entire home/apt","De Baarsjes - Oud-West","Entire/Apt",2,1,1,1,2,0,NA
43936989,145,"Centrum-Oost","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,"Entire home/apt","Centrum-Oost","Entire/Apt",2,1,1,1,2,0,NA
43937828,245,"Bos en Lommer","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,"Entire home/apt","Bos en Lommer","Entire/Apt",6,NA,3,3,2,4,95
43949881,50,"Bos en Lommer","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,"Entire home/apt","Bos en Lommer","Entire/Apt",2,1,NA,1,7,1,80
43950165,100,"Geuzenveld - Slotermeer","Entire apartment","Entire home/apt",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,"Entire home/apt","Geuzenveld - Slotermeer","Entire/Apt",4,1,2,1,4,0,NA
43953015,215,"Buitenveldert - Zuidas","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,"Entire home/apt","Buitenveldert - Zuidas","Entire/Apt",4,NA,2,2,2,5,96
43953543,300,"De Pijp - Rivierenbuurt","Entire apartment","Entire home/apt",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,"Entire home/apt","De Pijp - Rivierenbuurt","Entire/Apt",4,NA,2,2,3,0,NA
43954401,127,"Oostelijk Havengebied - Indische Buurt","Entire apartment","Entire home/apt",0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,"Entire home/apt","Oostelijk Havengebied - Indische Buurt","Entire/Apt",4,1,1,2,2,2,50
43961658,110,"Oud-Noord","Entire apartment","Entire home/apt",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,"Entire home/apt","Oud-Noord","Entire/Apt",4,1,2,2,2,7,97
43963707,100,"De Baarsjes - Oud-West","Entire apartment","Entire home/apt",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,"Entire home/apt","De Baarsjes - Oud-West","Entire/Apt",2,1,1,1,3,2,90
43965342,159,"Oud-Oost","Entire apartment","Entire home/apt",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,"Entire home/apt","Oud-Oost","Entire/Apt",4,NA,2,4,3,0,NA
43968935,79,"Bos en Lommer","Entire apartment","Entire home/apt",0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,"Entire home/apt","Bos en Lommer","Entire/Apt",2,1,1,1,2,3,100
43970717,70,"IJburg - Zeeburgereiland","Entire apartment","Entire home/apt",0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,"Entire home/apt","IJburg - Zeeburgereiland","Entire/Apt",2,NA,1,1,10,4,100
43975479,110,"De Pijp - Rivierenbuurt","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,"Entire home/apt","De Pijp - Rivierenbuurt","Entire/Apt",4,NA,3,5,28,0,NA
43983144,200,"Centrum-West","Entire apartment","Entire home/apt",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,"Entire home/apt","Centrum-West","Entire/Apt",4,1,2,2,3,0,NA
43983759,115,"Centrum-Oost","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,"Entire home/apt","Centrum-Oost","Entire/Apt",2,1,NA,1,4,6,97
43992680,120,"De Pijp - Rivierenbuurt","Entire apartment","Entire home/apt",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,"Entire home/apt","De Pijp - Rivierenbuurt","Entire/Apt",4,1,2,4,4,3,100
43993627,300,"De Pijp - Rivierenbuurt","Entire apartment","Entire home/apt",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,"Entire home/apt","De Pijp - Rivierenbuurt","Entire/Apt",4,NA,2,2,2,0,NA
43996672,91,"De Pijp - Rivierenbuurt","Entire apartment","Entire home/apt",0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,"Entire home/apt","De Pijp - Rivierenbuurt","Entire/Apt",2,1,1,1,2,0,NA
43996878,110,"Zuid","Entire apartment","Entire home/apt",0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,"Entire home/apt","Zuid","Entire/Apt",3,1,2,2,4,2,100
44000841,110,"Bos en Lommer","Entire apartment","Entire home/apt",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,"Entire home/apt","Bos en Lommer","Entire/Apt",2,1,1,1,2,0,NA
44001760,115,"De Baarsjes - Oud-West","Entire apartment","Entire home/apt",0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,"Entire home/apt","De Baarsjes - Oud-West","Entire/Apt",2,1,1,1,3,1,100
44005664,95,"De Baarsjes - Oud-West","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,"Entire home/apt","De Baarsjes - Oud-West","Entire/Apt",2,1,1,NA,1,0,NA
44007397,158,"Centrum-West","Entire apartment","Entire home/apt",0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,"Entire home/apt","Centrum-West","Entire/Apt",4,1,1,3,2,1,100
44009299,122,"Westerpark","Entire apartment","Entire home/apt",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,"Entire home/apt","Westerpark","Entire/Apt",2,NA,1,1,2,3,93
44009971,80,"De Pijp - Rivierenbuurt","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,"Entire home/apt","De Pijp - Rivierenbuurt","Entire/Apt",2,NA,1,0,4,0,NA
44016358,165,"De Baarsjes - Oud-West","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,"Entire home/apt","De Baarsjes - Oud-West","Entire/Apt",3,1,2,2,3,0,NA
44019686,141,"Centrum-West","Entire serviced apartment","Entire home/apt",0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,"Entire home/apt","Centrum-West","Entire/Apt",2,1,NA,1,2,14,81
44020812,100,"De Pijp - Rivierenbuurt","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,"Entire home/apt","De Pijp - Rivierenbuurt","Entire/Apt",2,1,1,1,2,12,95
44024370,225,"Watergraafsmeer","Entire apartment","Entire home/apt",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"Entire home/apt","Watergraafsmeer","Entire/Apt",4,1,3,3,3,2,90
